file,line,type,commit,author,date,time,timezone,datetime,depth,length
style.css,122,css,80864dc2,JonathanChau145,2026-04-24,10:52:26,-07:00,2026-04-24T10:52:26-07:00,1,8
style.css,123,css,80864dc2,JonathanChau145,2026-04-24,10:52:26,-07:00,2026-04-24T10:52:26-07:00,0,0
style.css,124,css,80864dc2,JonathanChau145,2026-04-24,10:52:26,-07:00,2026-04-24T10:52:26-07:00,0,0
style.css,125,css,80864dc2,JonathanChau145,2026-04-24,10:52:26,-07:00,2026-04-24T10:52:26-07:00,0,17
style.css,126,css,80864dc2,JonathanChau145,2026-04-24,10:52:26,-07:00,2026-04-24T10:52:26-07:00,1,10
style.css,127,css,80864dc2,JonathanChau145,2026-04-24,10:52:26,-07:00,2026-04-24T10:52:26-07:00,1,16
style.css,128,css,80864dc2,JonathanChau145,2026-04-24,10:52:26,-07:00,2026-04-24T10:52:26-07:00,0,0
style.css,129,css,80864dc2,JonathanChau145,2026-04-24,10:52:26,-07:00,2026-04-24T10:52:26-07:00,0,0
style.css,130,css,80864dc2,JonathanChau145,2026-04-24,10:52:26,-07:00,2026-04-24T10:52:26-07:00,0,17
style.css,131,css,80864dc2,JonathanChau145,2026-04-24,10:52:26,-07:00,2026-04-24T10:52:26-07:00,1,10
style.css,132,css,80864dc2,JonathanChau145,2026-04-24,10:52:26,-07:00,2026-04-24T10:52:26-07:00,1,8
style.css,133,css,de820a78,JonathanChau145,2026-04-30,21:14:29,-07:00,2026-04-30T21:14:29-07:00,0,0
style.css,134,css,de820a78,JonathanChau145,2026-04-30,21:14:29,-07:00,2026-04-30T21:14:29-07:00,0,0
style.css,135,css,de820a78,JonathanChau145,2026-04-30,21:14:29,-07:00,2026-04-30T21:14:29-07:00,0,18
style.css,136,css,de820a78,JonathanChau145,2026-04-30,21:14:29,-07:00,2026-04-30T21:14:29-07:00,1,14
style.css,137,css,de820a78,JonathanChau145,2026-04-30,21:14:29,-07:00,2026-04-30T21:14:29-07:00,1,16
style.css,138,css,de820a78,JonathanChau145,2026-04-30,21:14:29,-07:00,2026-04-30T21:14:29-07:00,1,16
style.css,139,css,de820a78,JonathanChau145,2026-04-30,21:14:29,-07:00,2026-04-30T21:14:29-07:00,0,0
style.css,140,css,de820a78,JonathanChau145,2026-04-30,21:14:29,-07:00,2026-04-30T21:14:29-07:00,0,0
style.css,141,css,de820a78,JonathanChau145,2026-04-30,21:14:29,-07:00,2026-04-30T21:14:29-07:00,0,10
style.css,142,css,de820a78,JonathanChau145,2026-04-30,21:14:29,-07:00,2026-04-30T21:14:29-07:00,1,12
style.css,143,css,de820a78,JonathanChau145,2026-04-30,21:14:29,-07:00,2026-04-30T21:14:29-07:00,1,18
style.css,144,css,de820a78,JonathanChau145,2026-04-30,21:14:29,-07:00,2026-04-30T21:14:29-07:00,1,7
style.css,145,css,de820a78,JonathanChau145,2026-04-30,21:14:29,-07:00,2026-04-30T21:14:29-07:00,1,14
style.css,146,css,de820a78,JonathanChau145,2026-04-30,21:14:29,-07:00,2026-04-30T21:14:29-07:00,1,16
style.css,147,css,de820a78,JonathanChau145,2026-04-30,21:14:29,-07:00,2026-04-30T21:14:29-07:00,0,0
style.css,148,css,de820a78,JonathanChau145,2026-04-30,21:14:29,-07:00,2026-04-30T21:14:29-07:00,0,0
style.css,149,css,de820a78,JonathanChau145,2026-04-30,21:14:29,-07:00,2026-04-30T21:14:29-07:00,0,7
style.css,150,css,de820a78,JonathanChau145,2026-04-30,21:14:29,-07:00,2026-04-30T21:14:29-07:00,1,6
style.css,151,css,de820a78,JonathanChau145,2026-04-30,21:14:29,-07:00,2026-04-30T21:14:29-07:00,1,12
style.css,152,css,de820a78,JonathanChau145,2026-04-30,21:14:29,-07:00,2026-04-30T21:14:29-07:00,1,57
style.css,153,css,de820a78,JonathanChau145,2026-04-30,21:14:29,-07:00,2026-04-30T21:14:29-07:00,1,7
style.css,154,css,de820a78,JonathanChau145,2026-04-30,21:14:29,-07:00,2026-04-30T21:14:29-07:00,1,11
style.css,155,css,de820a78,JonathanChau145,2026-04-30,21:14:29,-07:00,2026-04-30T21:14:29-07:00,1,12
style.css,156,css,de820a78,JonathanChau145,2026-04-30,21:14:29,-07:00,2026-04-30T21:14:29-07:00,1,34
style.css,157,css,de820a78,JonathanChau145,2026-04-30,21:14:29,-07:00,2026-04-30T21:14:29-07:00,1,19
style.css,158,css,de820a78,JonathanChau145,2026-04-30,21:14:29,-07:00,2026-04-30T21:14:29-07:00,1,15
style.css,159,css,de820a78,JonathanChau145,2026-04-30,21:14:29,-07:00,2026-04-30T21:14:29-07:00,0,0
style.css,160,css,de820a78,JonathanChau145,2026-04-30,21:14:29,-07:00,2026-04-30T21:14:29-07:00,0,0
style.css,161,css,de820a78,JonathanChau145,2026-04-30,21:14:29,-07:00,2026-04-30T21:14:29-07:00,0,12
style.css,162,css,de820a78,JonathanChau145,2026-04-30,21:14:29,-07:00,2026-04-30T21:14:29-07:00,1,12
style.css,163,css,de820a78,JonathanChau145,2026-04-30,21:14:29,-07:00,2026-04-30T21:14:29-07:00,1,18
style.css,164,css,de820a78,JonathanChau145,2026-04-30,21:14:29,-07:00,2026-04-30T21:14:29-07:00,1,9
style.css,165,css,de820a78,JonathanChau145,2026-04-30,21:14:29,-07:00,2026-04-30T21:14:29-07:00,1,14
style.css,166,css,de820a78,JonathanChau145,2026-04-30,21:14:29,-07:00,2026-04-30T21:14:29-07:00,0,0
style.css,167,css,de820a78,JonathanChau145,2026-04-30,21:14:29,-07:00,2026-04-30T21:14:29-07:00,0,0
style.css,168,css,de820a78,JonathanChau145,2026-04-30,21:14:29,-07:00,2026-04-30T21:14:29-07:00,0,7
style.css,169,css,de820a78,JonathanChau145,2026-04-30,21:14:29,-07:00,2026-04-30T21:14:29-07:00,1,20
style.css,170,css,de820a78,JonathanChau145,2026-04-30,21:14:29,-07:00,2026-04-30T21:14:29-07:00,1,9
style.css,171,css,de820a78,JonathanChau145,2026-04-30,21:14:29,-07:00,2026-04-30T21:14:29-07:00,1,18
style.css,172,css,de820a78,JonathanChau145,2026-04-30,21:14:29,-07:00,2026-04-30T21:14:29-07:00,1,23
style.css,173,css,de820a78,JonathanChau145,2026-04-30,21:14:29,-07:00,2026-04-30T21:14:29-07:00,1,19
style.css,174,css,de820a78,JonathanChau145,2026-04-30,21:14:29,-07:00,2026-04-30T21:14:29-07:00,0,0
style.css,175,css,de820a78,JonathanChau145,2026-04-30,21:14:29,-07:00,2026-04-30T21:14:29-07:00,0,0
style.css,176,css,de820a78,JonathanChau145,2026-04-30,21:14:29,-07:00,2026-04-30T21:14:29-07:00,0,10
style.css,177,css,de820a78,JonathanChau145,2026-04-30,21:14:29,-07:00,2026-04-30T21:14:29-07:00,1,10
style.css,178,css,de820a78,JonathanChau145,2026-04-30,21:14:29,-07:00,2026-04-30T21:14:29-07:00,1,14
style.css,179,css,de820a78,JonathanChau145,2026-04-30,21:14:29,-07:00,2026-04-30T21:14:29-07:00,1,20
style.css,180,css,de820a78,JonathanChau145,2026-04-30,21:14:29,-07:00,2026-04-30T21:14:29-07:00,1,34
style.css,181,css,de820a78,JonathanChau145,2026-04-30,21:14:29,-07:00,2026-04-30T21:14:29-07:00,1,19
style.css,182,css,de820a78,JonathanChau145,2026-04-30,21:14:29,-07:00,2026-04-30T21:14:29-07:00,0,0
style.css,183,css,de820a78,JonathanChau145,2026-04-30,21:14:29,-07:00,2026-04-30T21:14:29-07:00,0,0
style.css,184,css,de820a78,JonathanChau145,2026-04-30,21:14:29,-07:00,2026-04-30T21:14:29-07:00,0,23
style.css,185,css,de820a78,JonathanChau145,2026-04-30,21:14:29,-07:00,2026-04-30T21:14:29-07:00,1,14
style.css,186,css,de820a78,JonathanChau145,2026-04-30,21:14:29,-07:00,2026-04-30T21:14:29-07:00,1,16
style.css,187,css,de820a78,JonathanChau145,2026-04-30,21:14:29,-07:00,2026-04-30T21:14:29-07:00,0,0
style.css,188,css,de820a78,JonathanChau145,2026-04-30,21:14:29,-07:00,2026-04-30T21:14:29-07:00,0,0
style.css,189,css,de820a78,JonathanChau145,2026-04-30,21:14:29,-07:00,2026-04-30T21:14:29-07:00,0,51
style.css,190,css,de820a78,JonathanChau145,2026-04-30,21:14:29,-07:00,2026-04-30T21:14:29-07:00,1,11
style.css,191,css,de820a78,JonathanChau145,2026-04-30,21:14:29,-07:00,2026-04-30T21:14:29-07:00,0,0
style.css,192,css,de820a78,JonathanChau145,2026-04-30,21:14:29,-07:00,2026-04-30T21:14:29-07:00,0,0
style.css,193,css,de820a78,JonathanChau145,2026-04-30,21:14:29,-07:00,2026-04-30T21:14:29-07:00,0,9
style.css,194,css,de820a78,JonathanChau145,2026-04-30,21:14:29,-07:00,2026-04-30T21:14:29-07:00,1,35
style.css,195,css,de820a78,JonathanChau145,2026-04-30,21:14:29,-07:00,2026-04-30T21:14:29-07:00,0,0
style.css,196,css,de820a78,JonathanChau145,2026-04-30,21:14:29,-07:00,2026-04-30T21:14:29-07:00,0,0
style.css,197,css,de820a78,JonathanChau145,2026-04-30,21:14:29,-07:00,2026-04-30T21:14:29-07:00,0,18
style.css,198,css,de820a78,JonathanChau145,2026-04-30,21:14:29,-07:00,2026-04-30T21:14:29-07:00,1,17
style.css,199,css,de820a78,JonathanChau145,2026-04-30,21:14:29,-07:00,2026-04-30T21:14:29-07:00,0,0
style.css,200,css,de820a78,JonathanChau145,2026-04-30,21:14:29,-07:00,2026-04-30T21:14:29-07:00,0,0
style.css,201,css,de820a78,JonathanChau145,2026-04-30,21:14:29,-07:00,2026-04-30T21:14:29-07:00,0,29
style.css,202,css,de820a78,JonathanChau145,2026-04-30,21:14:29,-07:00,2026-04-30T21:14:29-07:00,1,23
style.css,203,css,de820a78,JonathanChau145,2026-04-30,21:14:29,-07:00,2026-04-30T21:14:29-07:00,0,0
style.css,204,css,de820a78,JonathanChau145,2026-04-30,21:14:29,-07:00,2026-04-30T21:14:29-07:00,0,0
style.css,205,css,de820a78,JonathanChau145,2026-04-30,21:14:29,-07:00,2026-04-30T21:14:29-07:00,0,30
style.css,206,css,de820a78,JonathanChau145,2026-04-30,21:14:29,-07:00,2026-04-30T21:14:29-07:00,1,10
style.css,207,css,de820a78,JonathanChau145,2026-04-30,21:14:29,-07:00,2026-04-30T21:14:29-07:00,1,30
style.css,208,css,de820a78,JonathanChau145,2026-04-30,21:14:29,-07:00,2026-04-30T21:14:29-07:00,1,34
style.css,209,css,00000000,Not Committed Yet,2026-05-08,10:47:04,-07:00,2026-05-08T10:47:04-07:00,0,0
style.css,210,css,00000000,Not Committed Yet,2026-05-08,10:47:04,-07:00,2026-05-08T10:47:04-07:00,0,0
style.css,211,css,00000000,Not Committed Yet,2026-05-08,10:47:04,-07:00,2026-05-08T10:47:04-07:00,0,6
style.css,212,css,00000000,Not Committed Yet,2026-05-08,10:47:04,-07:00,2026-05-08T10:47:04-07:00,1,12
style.css,213,css,00000000,Not Committed Yet,2026-05-08,10:47:04,-07:00,2026-05-08T10:47:04-07:00,1,56
style.css,214,css,00000000,Not Committed Yet,2026-05-08,10:47:04,-07:00,2026-05-08T10:47:04-07:00,1,7
style.css,215,css,00000000,Not Committed Yet,2026-05-08,10:47:04,-07:00,2026-05-08T10:47:04-07:00,1,16
style.css,216,css,00000000,Not Committed Yet,2026-05-08,10:47:04,-07:00,2026-05-08T10:47:04-07:00,0,0
style.css,217,css,00000000,Not Committed Yet,2026-05-08,10:47:04,-07:00,2026-05-08T10:47:04-07:00,0,0
style.css,218,css,00000000,Not Committed Yet,2026-05-08,10:47:04,-07:00,2026-05-08T10:47:04-07:00,0,9
style.css,219,css,00000000,Not Committed Yet,2026-05-08,10:47:04,-07:00,2026-05-08T10:47:04-07:00,1,16
style.css,220,css,00000000,Not Committed Yet,2026-05-08,10:47:04,-07:00,2026-05-08T10:47:04-07:00,1,10
style.css,221,css,00000000,Not Committed Yet,2026-05-08,10:47:04,-07:00,2026-05-08T10:47:04-07:00,0,0
style.css,222,css,00000000,Not Committed Yet,2026-05-08,10:47:04,-07:00,2026-05-08T10:47:04-07:00,0,0
style.css,223,css,00000000,Not Committed Yet,2026-05-08,10:47:04,-07:00,2026-05-08T10:47:04-07:00,0,9
style.css,224,css,00000000,Not Committed Yet,2026-05-08,10:47:04,-07:00,2026-05-08T10:47:04-07:00,1,8
style.css,225,css,00000000,Not Committed Yet,2026-05-08,10:47:04,-07:00,2026-05-08T10:47:04-07:00,1,15
style.css,226,css,00000000,Not Committed Yet,2026-05-08,10:47:04,-07:00,2026-05-08T10:47:04-07:00,0,0
style.css,227,css,00000000,Not Committed Yet,2026-05-08,10:47:04,-07:00,2026-05-08T10:47:04-07:00,0,0
